,diagnostic_sub_category,diagnostic_description,count_of_diagnostics_id,current_wait_band
1989,MRI,MRI Orbit with contrast Both,4,7
1990,MRI,MRI Orbit with contrast Both,1,8
1991,MRI,MRI Orbit with contrast Both,4,13
1992,MRI,MRI Pancreas,5,0
1993,MRI,MRI Pancreas,21,1
1994,MRI,MRI Pancreas,13,2
1995,MRI,MRI Pancreas,8,3
1996,MRI,MRI Pancreas,2,5
1997,MRI,MRI Pancreas,2,6
1998,MRI,MRI Pancreas,5,7
1999,MRI,MRI Pancreas,2,10
2000,MRI,MRI Pancreas,6,11
2001,MRI,MRI Pancreas with contrast,7,0
2002,MRI,MRI Pancreas with contrast,5,1
2003,MRI,MRI Pancreas with contrast,12,2
2004,MRI,MRI Pancreas with contrast,13,3
2005,MRI,MRI Pancreas with contrast,7,4
2006,MRI,MRI Pancreas with contrast,5,5
2007,MRI,MRI Pancreas with contrast,6,6
2008,MRI,MRI Pancreas with contrast,6,7
2009,MRI,MRI Pancreas with contrast,4,8
2010,MRI,MRI Pancreas with contrast,5,9
2011,MRI,MRI Pancreas with contrast,5,10
2012,MRI,MRI Pancreas with contrast,1,11
2013,MRI,MRI Pancreas with contrast,6,15
2014,MRI,MRI Parotid,2,10
2015,MRI,MRI Parotid gland with contrast,6,5
2016,MRI,MRI Parotid gland with contrast,3,6
2017,MRI,MRI Pelvis,5,0
2018,MRI,MRI Pelvis,18,1
2019,MRI,MRI Pelvis,13,2
2020,MRI,MRI Pelvis,20,3
2021,MRI,MRI Pelvis,9,4
2022,MRI,MRI Pelvis,5,5
2023,MRI,MRI Pelvis,21,6
2024,MRI,MRI Pelvis,7,7
2025,MRI,MRI Pelvis,10,8
2026,MRI,MRI Pelvis,9,9
2027,MRI,MRI Pelvis,7,10
2028,MRI,MRI Pelvis,7,11
2029,MRI,MRI Pelvis and hip Both,6,1
2030,MRI,MRI Pelvis and hip Both,4,2
2031,MRI,MRI Pelvis and hip Both,7,3
2032,MRI,MRI Pelvis and hip Both,8,4
2033,MRI,MRI Pelvis and hip Both,4,5
2034,MRI,MRI Pelvis and hip Both,8,6
2035,MRI,MRI Pelvis and hip Both,9,7
2036,MRI,MRI Pelvis and hip Both,4,9
2037,MRI,MRI Pelvis and hip Both,6,10
2038,MRI,MRI Pelvis gynaecological,9,0
2039,MRI,MRI Pelvis gynaecological,51,1
2040,MRI,MRI Pelvis gynaecological,54,2
2041,MRI,MRI Pelvis gynaecological,41,3
2042,MRI,MRI Pelvis gynaecological,21,4
2043,MRI,MRI Pelvis gynaecological,28,5
2044,MRI,MRI Pelvis gynaecological,55,6
2045,MRI,MRI Pelvis gynaecological,43,7
2046,MRI,MRI Pelvis gynaecological,39,8
2047,MRI,MRI Pelvis gynaecological,22,9
2048,MRI,MRI Pelvis gynaecological,16,10
2049,MRI,MRI Pelvis gynaecological,14,11
2050,MRI,MRI Pelvis gynaecological,4,12
2051,MRI,MRI Pelvis gynaecological,6,15
2052,MRI,MRI Pelvis gynaecological,1,16
2053,MRI,MRI Pelvis gynaecological,6,18
2054,MRI,MRI Pelvis gynaecological,1,19
2055,MRI,MRI Pelvis rectum,19,1
2056,MRI,MRI Pelvis rectum,12,2
2057,MRI,MRI Pelvis rectum,10,3
2058,MRI,MRI Pelvis rectum,9,4
2059,MRI,MRI Pelvis rectum,2,5
2060,MRI,MRI Pelvis rectum,7,6
2061,MRI,MRI Pelvis rectum,4,7
2062,MRI,MRI Pelvis rectum,8,8
2063,MRI,MRI Pelvis rectum,6,9
2064,MRI,MRI Pelvis rectum,4,11
2065,MRI,MRI Pelvis rectum,3,21
2066,MRI,MRI Pelvis SIJ Both,8,0
2067,MRI,MRI Pelvis SIJ Both,17,1
2068,MRI,MRI Pelvis SIJ Both,16,2
2069,MRI,MRI Pelvis SIJ Both,29,3
2070,MRI,MRI Pelvis SIJ Both,16,4
2071,MRI,MRI Pelvis SIJ Both,19,5
2072,MRI,MRI Pelvis SIJ Both,32,6
2073,MRI,MRI Pelvis SIJ Both,20,7
2074,MRI,MRI Pelvis SIJ Both,16,8
2075,MRI,MRI Pelvis SIJ Both,9,9
2076,MRI,MRI Pelvis SIJ Both,10,10
2077,MRI,MRI Pelvis SIJ Both,8,11
2078,MRI,MRI Pelvis with contrast,5,0
2079,MRI,MRI Pelvis with contrast,9,1
2080,MRI,MRI Pelvis with contrast,6,2
2081,MRI,MRI Pelvis with contrast,4,3
2082,MRI,MRI Pelvis with contrast,4,4
2083,MRI,MRI Pelvis with contrast,5,5
2084,MRI,MRI Pelvis with contrast,1,6
2085,MRI,MRI Pelvis with contrast,2,7
2086,MRI,MRI Pelvis with contrast,5,8
2087,MRI,MRI Pelvis with contrast,4,11
2088,MRI,MRI Perianal fistula with contrast,6,0
2089,MRI,MRI Perianal fistula with contrast,4,1
2090,MRI,MRI Perianal fistula with contrast,3,2
2091,MRI,MRI Perianal fistula with contrast,9,3
2092,MRI,MRI Perianal fistula with contrast,6,4
2093,MRI,MRI Perianal fistula with contrast,4,5
2094,MRI,MRI Perianal fistula with contrast,7,6
2095,MRI,MRI Perianal fistula with contrast,9,7
2096,MRI,MRI Perianal fistula with contrast,9,9
2097,MRI,MRI Perianal fistula with contrast,4,10
2098,MRI,MRI Perianal fistula with contrast,2,11
2099,MRI,MRI Pituitary,4,1
2100,MRI,MRI Pituitary,4,2
2101,MRI,MRI Pituitary,5,3
2102,MRI,MRI Pituitary,5,7
2103,MRI,MRI Pituitary,1,13
2104,MRI,MRI Pituitary,3,16
2105,MRI,MRI Pituitary with contrast,6,0
2106,MRI,MRI Pituitary with contrast,14,1
2107,MRI,MRI Pituitary with contrast,15,2
2108,MRI,MRI Pituitary with contrast,10,3
2109,MRI,MRI Pituitary with contrast,13,4
2110,MRI,MRI Pituitary with contrast,12,6
2111,MRI,MRI Pituitary with contrast,16,7
2112,MRI,MRI Pituitary with contrast,10,8
2113,MRI,MRI Pituitary with contrast,10,9
2114,MRI,MRI Pituitary with contrast,8,10
2115,MRI,MRI Pituitary with contrast,4,11
2116,MRI,MRI Pituitary with contrast,7,12
2117,MRI,MRI Pituitary with contrast,3,13
2118,MRI,MRI Pituitary with contrast,1,14
2119,MRI,MRI Pituitary with contrast,2,15
2120,MRI,MRI Pituitary with contrast,4,18
2121,MRI,MRI Prostate spectroscopy,3,1
2122,MRI,MRI Prostate spectroscopy,2,2
2123,MRI,MRI Prostate spectroscopy,2,3
2124,MRI,MRI Prostate with contrast,3,2
2125,MRI,MRI Renal Both,5,3
2126,MRI,MRI Renal Both,6,10
2127,MRI,MRI Renal with contrast Both,4,1
2128,MRI,MRI Renal with contrast Both,3,2
2129,MRI,MRI Renal with contrast Both,6,3
2130,MRI,MRI Renal with contrast Both,6,4
2131,MRI,MRI Renal with contrast Both,3,6
2132,MRI,MRI Renal with contrast Both,1,8
2133,MRI,MRI Renal with contrast Both,1,10
2134,MRI,MRI Scrotum,2,2
2135,MRI,MRI Shoulder Both,6,2
2136,MRI,MRI Shoulder Both,1,3
2137,MRI,MRI Shoulder Lt,6,0
2138,MRI,MRI Shoulder Lt,13,1
2139,MRI,MRI Shoulder Lt,12,2
2140,MRI,MRI Shoulder Lt,26,3
2141,MRI,MRI Shoulder Lt,17,4
2142,MRI,MRI Shoulder Lt,8,5
2143,MRI,MRI Shoulder Lt,28,6
2144,MRI,MRI Shoulder Lt,10,7
2145,MRI,MRI Shoulder Lt,9,8
2146,MRI,MRI Shoulder Lt,15,9
2147,MRI,MRI Shoulder Lt,4,10
2148,MRI,MRI Shoulder Lt,4,11
2149,MRI,MRI Shoulder Rt,9,0
2150,MRI,MRI Shoulder Rt,10,1
2151,MRI,MRI Shoulder Rt,24,2
2152,MRI,MRI Shoulder Rt,25,3
2153,MRI,MRI Shoulder Rt,20,4
2154,MRI,MRI Shoulder Rt,13,5
2155,MRI,MRI Shoulder Rt,23,6
2156,MRI,MRI Shoulder Rt,18,7
2157,MRI,MRI Shoulder Rt,17,8
2158,MRI,MRI Shoulder Rt,14,9
2159,MRI,MRI Shoulder Rt,7,10
2160,MRI,MRI Shoulder with contrast Lt,1,3
2161,MRI,MRI Shoulder with contrast Lt,2,6
2162,MRI,MRI Shoulder with contrast Lt,5,7
2163,MRI,MRI Shoulder with contrast Lt,1,9
2164,MRI,MRI Shoulder with contrast Rt,1,2
2165,MRI,MRI Shoulder with contrast Rt,8,3
2166,MRI,MRI Shoulder with contrast Rt,4,9
2167,MRI,MRI Sinuses,5,2
2168,MRI,MRI Sinuses,1,3
2169,MRI,MRI Sinuses,6,6
2170,MRI,MRI Sinuses,6,7
2171,MRI,MRI Sinuses,4,8
2172,MRI,MRI Sinuses,1,9
2173,MRI,MRI Sinuses,4,10
2174,MRI,MRI Sinuses,4,11
2175,MRI,MRI Sinuses with contrast,2,0
2176,MRI,MRI Sinuses with contrast,6,2
2177,MRI,MRI Sinuses with contrast,4,3
2178,MRI,MRI Sinuses with contrast,1,8
2179,MRI,MRI Sinuses with contrast,1,9
2180,MRI,MRI Sinuses with contrast,5,12
2181,MRI,MRI Sinuses with contrast,6,15
2182,MRI,MRI Small bowel study,11,0
2183,MRI,MRI Small bowel study,25,1
2184,MRI,MRI Small bowel study,27,2
2185,MRI,MRI Small bowel study,32,3
2186,MRI,MRI Small bowel study,9,4
2187,MRI,MRI Small bowel study,9,5
2188,MRI,MRI Small bowel study,27,6
2189,MRI,MRI Small bowel study,14,7
2190,MRI,MRI Small bowel study,17,8
2191,MRI,MRI Small bowel study,13,9
2192,MRI,MRI Small bowel study,6,10
2193,MRI,MRI Small bowel study,2,11
2194,MRI,MRI Small bowel study,3,12
2195,MRI,MRI Small bowel study,6,13
2196,MRI,MRI Small bowel study,4,14
2197,MRI,MRI Small bowel study,3,16
2198,MRI,MRI Small bowel study,2,17
2199,MRI,MRI Small bowel study,6,21
2200,MRI,MRI Small bowel study,4,26
2201,MRI,MRI Small bowel study,2,30
2202,MRI,MRI Spine cervical,21,0
2203,MRI,MRI Spine cervical,54,1
2204,MRI,MRI Spine cervical,55,2
2205,MRI,MRI Spine cervical,89,3
2206,MRI,MRI Spine cervical,48,4
2207,MRI,MRI Spine cervical,40,5
2208,MRI,MRI Spine cervical,112,6
2209,MRI,MRI Spine cervical,62,7
2210,MRI,MRI Spine cervical,48,8
2211,MRI,MRI Spine cervical,39,9
2212,MRI,MRI Spine cervical,14,10
2213,MRI,MRI Spine cervical,19,11
2214,MRI,MRI Spine cervical,6,12
2215,MRI,MRI Spine cervical,6,13
2216,MRI,MRI Spine cervical,4,16
2217,MRI,MRI Spine cervical,4,17
2218,MRI,MRI Spine cervical,6,21
2219,MRI,MRI Spine cervical with contrast,2,1
2220,MRI,MRI Spine cervical with contrast,1,2
2221,MRI,MRI Spine cervical with contrast,6,3
2222,MRI,MRI Spine cervical with contrast,4,4
2223,MRI,MRI Spine cervical with contrast,4,5
2224,MRI,MRI Spine cervical with contrast,7,6
2225,MRI,MRI Spine cervical with contrast,1,7
2226,MRI,MRI Spine cervical with contrast,9,8
2227,MRI,MRI Spine cervical with contrast,4,29
2228,MRI,MRI Spine lumbar and sacral,34,0
2229,MRI,MRI Spine lumbar and sacral,85,1
2230,MRI,MRI Spine lumbar and sacral,163,2
2231,MRI,MRI Spine lumbar and sacral,180,3
2232,MRI,MRI Spine lumbar and sacral,128,4
2233,MRI,MRI Spine lumbar and sacral,89,5
2234,MRI,MRI Spine lumbar and sacral,225,6
2235,MRI,MRI Spine lumbar and sacral,125,7
2236,MRI,MRI Spine lumbar and sacral,134,8
2237,MRI,MRI Spine lumbar and sacral,75,9
2238,MRI,MRI Spine lumbar and sacral,32,10
2239,MRI,MRI Spine lumbar and sacral,21,11
2240,MRI,MRI Spine lumbar and sacral,10,12
2241,MRI,MRI Spine lumbar and sacral,7,13
2242,MRI,MRI Spine lumbar and sacral,2,14
2243,MRI,MRI Spine lumbar and sacral,4,15
2244,MRI,MRI Spine lumbar and sacral,4,16
2245,MRI,MRI Spine lumbar and sacral,5,35
2246,MRI,MRI Spine lumbar sacral with contrast,1,0
2247,MRI,MRI Spine lumbar sacral with contrast,5,1
2248,MRI,MRI Spine lumbar sacral with contrast,3,2
2249,MRI,MRI Spine lumbar sacral with contrast,2,3
2250,MRI,MRI Spine lumbar sacral with contrast,6,4
2251,MRI,MRI Spine lumbar sacral with contrast,5,6
2252,MRI,MRI Spine lumbar sacral with contrast,3,8
2253,MRI,MRI Spine lumbar sacral with contrast,6,9
2254,MRI,MRI Spine lumbar sacral with contrast,1,10
2255,MRI,MRI Spine lumbar sacral with contrast,5,11
2256,MRI,MRI Spine lumbar sacral with contrast,1,13
2257,MRI,MRI Spine thoracic,11,0
2258,MRI,MRI Spine thoracic,22,1
2259,MRI,MRI Spine thoracic,25,2
2260,MRI,MRI Spine thoracic,33,3
2261,MRI,MRI Spine thoracic,17,4
2262,MRI,MRI Spine thoracic,13,5
2263,MRI,MRI Spine thoracic,50,6
2264,MRI,MRI Spine thoracic,22,7
2265,MRI,MRI Spine thoracic,17,8
2266,MRI,MRI Spine thoracic,10,9
2267,MRI,MRI Spine thoracic,11,10
2268,MRI,MRI Spine thoracic,12,11
2269,MRI,MRI Spine thoracic,6,12
2270,MRI,MRI Spine thoracic,2,13
2271,MRI,MRI Spine thoracic,5,16
2272,MRI,MRI Spine thoracic with contrast,3,1
2273,MRI,MRI Spine thoracic with contrast,3,2
2274,MRI,MRI Spine thoracic with contrast,8,3
2275,MRI,MRI Spine thoracic with contrast,3,6
2276,MRI,MRI Spine thoracic with contrast,4,7
2277,MRI,MRI Spine thoracic with contrast,8,8
2278,MRI,MRI Spine thoracic with contrast,2,29
2279,MRI,MRI Spine whole,13,0
2280,MRI,MRI Spine whole,47,1
2281,MRI,MRI Spine whole,47,2
2282,MRI,MRI Spine whole,44,3
2283,MRI,MRI Spine whole,34,4
2284,MRI,MRI Spine whole,27,5
2285,MRI,MRI Spine whole,57,6
2286,MRI,MRI Spine whole,26,7
2287,MRI,MRI Spine whole,18,8
2288,MRI,MRI Spine whole,12,9
2289,MRI,MRI Spine whole,9,10
2290,MRI,MRI Spine whole,8,11
2291,MRI,MRI Spine whole,6,13
2292,MRI,MRI Spine whole,5,14
2293,MRI,MRI Spine whole,1,15
2294,MRI,MRI Spine whole,2,16
2295,MRI,MRI Spine whole,3,19
2296,MRI,MRI Spine whole,3,20
2297,MRI,MRI Spine whole,2,22
2298,MRI,MRI Spine whole,2,23
2299,MRI,MRI Spine whole,4,24
2300,MRI,MRI Spine whole,6,32
2301,MRI,MRI Spine whole,6,49
2302,MRI,MRI Spine whole with contrast,8,1
2303,MRI,MRI Spine whole with contrast,7,2
2304,MRI,MRI Spine whole with contrast,8,3
2305,MRI,MRI Spine whole with contrast,5,4
2306,MRI,MRI Spine whole with contrast,6,6
2307,MRI,MRI Spine whole with contrast,5,7
2308,MRI,MRI Spine whole with contrast,8,8
2309,MRI,MRI Spine whole with contrast,5,9
2310,MRI,MRI Spine whole with contrast,4,12
2311,MRI,MRI Spine whole with contrast,5,15
2312,MRI,MRI Spine whole with contrast,1,22
2313,MRI,MRI Temporomandibular joint Both,6,0
2314,MRI,MRI Temporomandibular joint Both,5,1
2315,MRI,MRI Temporomandibular joint Both,9,2
2316,MRI,MRI Temporomandibular joint Both,2,3
2317,MRI,MRI Temporomandibular joint Both,3,4
2318,MRI,MRI Temporomandibular joint Both,4,6
2319,MRI,MRI Temporomandibular joint Both,4,8
2320,MRI,MRI Thoracic outlet with contrast,6,7
2321,MRI,MRI Thorax,7,6
2322,MRI,MRI Thorax,1,11
2323,MRI,MRI Thorax with contrast,4,1
2324,MRI,MRI Thorax with contrast,3,2
2325,MRI,MRI Thorax with contrast,6,7
2326,MRI,MRI Thorax with contrast,5,9
2327,MRI,MRI Thyroid,3,14
2328,MRI,MRI Upper arm Lt,3,2
2329,MRI,MRI Upper arm Lt,5,4
2330,MRI,MRI Upper arm Lt,2,6
2331,MRI,MRI Upper arm Lt,2,9
2332,MRI,MRI Upper arm Rt,4,2
2333,MRI,MRI Upper arm Rt,4,7
2334,MRI,MRI Upper arm Rt,2,9
2335,MRI,MRI Upper arm with contrast Lt,1,6
2336,MRI,MRI Upper arm with contrast Lt,3,9
2337,MRI,MRI Upper arm with contrast Rt,4,2
2338,MRI,MRI Upper arm with contrast Rt,5,6
2339,MRI,MRI Upper arm with contrast Rt,1,9
2340,MRI,MRI Upper limb Left,3,2
2341,MRI,MRI Upper limb Left,1,3
2342,MRI,MRI Upper limb Left,6,8
2343,MRI,MRI Upper limb Left,5,10
2344,MRI,MRI Upper limb Right,5,1
2345,MRI,MRI Upper limb Right,2,3
2346,MRI,MRI Upper limb Right,2,8
2347,MRI,MRI Wrist Lt,2,0
2348,MRI,MRI Wrist Lt,4,2
2349,MRI,MRI Wrist Lt,7,3
2350,MRI,MRI Wrist Lt,3,4
2351,MRI,MRI Wrist Lt,3,5
2352,MRI,MRI Wrist Lt,6,6
2353,MRI,MRI Wrist Lt,6,7
2354,MRI,MRI Wrist Lt,6,9
2355,MRI,MRI Wrist Lt,2,10
2356,MRI,MRI Wrist Lt,6,11
2357,MRI,MRI Wrist Rt,7,0
2358,MRI,MRI Wrist Rt,5,1
2359,MRI,MRI Wrist Rt,1,2
2360,MRI,MRI Wrist Rt,2,3
2361,MRI,MRI Wrist Rt,7,5
2362,MRI,MRI Wrist Rt,8,6
2363,MRI,MRI Wrist Rt,8,7
2364,MRI,MRI Wrist Rt,3,8
2365,MRI,MRI Wrist Rt,5,9
2366,MRI,MRI Wrist Rt,6,10
2367,MRI,MRI Wrist with contrast Lt,4,0
2368,MRI,MRI Wrist with contrast Lt,7,1
2369,MRI,MRI Wrist with contrast Lt,1,3
2370,MRI,MRI Wrist with contrast Lt,3,4
2371,MRI,MRI Wrist with contrast Lt,2,5
2372,MRI,MRI Wrist with contrast Lt,3,6
2373,MRI,MRI Wrist with contrast Lt,5,7
2374,MRI,MRI Wrist with contrast Lt,5,12
2375,MRI,MRI Wrist with contrast Rt,5,0
2376,MRI,MRI Wrist with contrast Rt,7,1
2377,MRI,MRI Wrist with contrast Rt,4,3
2378,MRI,MRI Wrist with contrast Rt,5,4
2379,MRI,MRI Wrist with contrast Rt,6,5
2380,MRI,MRI Wrist with contrast Rt,1,6
2381,MRI,MRI Wrist with contrast Rt,3,7
2382,MRI,MRV Cerebral veins,4,1
2383,MRI,MRV Cerebral veins,1,2
2384,MRI,MRV Cerebral veins,5,3
2385,MRI,MRV Cerebral veins,5,4
2386,MRI,MRV Cerebral veins,3,5
2387,MRI,MRV Cerebral veins,7,6
2388,MRI,MRV Cerebral veins,6,8
2389,MRI,MRV Cerebral veins,3,10
2390,MRI,MRV Cranial,3,1
2391,MRI,MRV Cranial,2,3
2392,MRI,MRV Cranial,6,4
2393,MRI,MRV Cranial,2,8
2394,MRI,MRV Cranial,5,10
2395,MRI,MRV Lower limb Both,1,6
2396,MRI,MRV Lower limb Both,4,10
2397,MRI,MRV Venogram,6,1
2398,MRI,MRV Venogram,5,2
2399,MRI,MRV Venogram,5,7
2400,MRI,MRV Venogram,6,9
2401,Non Obstetric Ultrasound,US Abdomen,12,0
2402,Non Obstetric Ultrasound,US Abdomen,126,1
2403,Non Obstetric Ultrasound,US Abdomen,115,2
2404,Non Obstetric Ultrasound,US Abdomen,49,3
2405,Non Obstetric Ultrasound,US Abdomen,19,4
2406,Non Obstetric Ultrasound,US Abdomen,10,5
2407,Non Obstetric Ultrasound,US Abdomen,18,6
2408,Non Obstetric Ultrasound,US Abdomen,7,7
2409,Non Obstetric Ultrasound,US Abdomen,3,8
2410,Non Obstetric Ultrasound,US Abdomen,5,9
2411,Non Obstetric Ultrasound,US Abdomen,4,10
2412,Non Obstetric Ultrasound,US Abdomen,5,11
2413,Non Obstetric Ultrasound,US Abdomen,7,12
2414,Non Obstetric Ultrasound,US Abdomen,4,23
2415,Non Obstetric Ultrasound,US Abdomen and pelvis,6,0
2416,Non Obstetric Ultrasound,US Abdomen and pelvis,28,1
2417,Non Obstetric Ultrasound,US Abdomen and pelvis,40,2
2418,Non Obstetric Ultrasound,US Abdomen and pelvis,18,3
2419,Non Obstetric Ultrasound,US Abdomen and pelvis,17,4
2420,Non Obstetric Ultrasound,US Abdomen and pelvis,6,5
2421,Non Obstetric Ultrasound,US Abdomen and pelvis,15,6
2422,Non Obstetric Ultrasound,US Abdomen and pelvis,6,7
2423,Non Obstetric Ultrasound,US Abdomen and pelvis,2,10
2424,Non Obstetric Ultrasound,US Abdomen and renal tract,8,0
2425,Non Obstetric Ultrasound,US Abdomen and renal tract,59,1
2426,Non Obstetric Ultrasound,US Abdomen and renal tract,33,2
2427,Non Obstetric Ultrasound,US Abdomen and renal tract,26,3
2428,Non Obstetric Ultrasound,US Abdomen and renal tract,9,4
2429,Non Obstetric Ultrasound,US Abdomen and renal tract,5,5
2430,Non Obstetric Ultrasound,US Abdomen and renal tract,11,6
2431,Non Obstetric Ultrasound,US Abdomen and renal tract,5,8
2432,Non Obstetric Ultrasound,US Abdomen and renal tract,6,9
2433,Non Obstetric Ultrasound,US Abdomen and renal tract,5,11
2434,Non Obstetric Ultrasound,US Abdominal aorta,3,9
2435,Non Obstetric Ultrasound,US Achilles tendon Lt,2,1
2436,Non Obstetric Ultrasound,US Achilles tendon Lt,4,7
2437,Non Obstetric Ultrasound,US Achilles tendon Rt,5,1
2438,Non Obstetric Ultrasound,US Achilles tendon Rt,2,3
2439,Non Obstetric Ultrasound,US Achilles tendon Rt,2,5
2440,Non Obstetric Ultrasound,US Achilles tendon Rt,5,14
2441,Non Obstetric Ultrasound,US Ankle Both,1,10
2442,Non Obstetric Ultrasound,US Ankle Lt,3,2
2443,Non Obstetric Ultrasound,US Ankle Lt,4,3
2444,Non Obstetric Ultrasound,US Ankle Lt,5,4
2445,Non Obstetric Ultrasound,US Ankle Lt,6,6
2446,Non Obstetric Ultrasound,US Ankle Rt,4,1
2447,Non Obstetric Ultrasound,US Ankle Rt,1,2
2448,Non Obstetric Ultrasound,US Ankle Rt,5,4
2449,Non Obstetric Ultrasound,US Ankle Rt,1,14
2450,Non Obstetric Ultrasound,US Anterior Abdominal Wall,3,0
2451,Non Obstetric Ultrasound,US Anterior Abdominal Wall,12,1
2452,Non Obstetric Ultrasound,US Anterior Abdominal Wall,13,2
2453,Non Obstetric Ultrasound,US Anterior Abdominal Wall,5,3
2454,Non Obstetric Ultrasound,US Anterior Abdominal Wall,4,4
2455,Non Obstetric Ultrasound,US Anterior Abdominal Wall,2,6
2456,Non Obstetric Ultrasound,US Anterior Abdominal Wall,5,7
2457,Non Obstetric Ultrasound,US Anterior Abdominal Wall,3,9
2458,Non Obstetric Ultrasound,US Axilla Both,10,1
2459,Non Obstetric Ultrasound,US Axilla Both,8,2
2460,Non Obstetric Ultrasound,US Axilla Both,7,4
2461,Non Obstetric Ultrasound,US Axilla Both,2,6
2462,Non Obstetric Ultrasound,US Axilla Both,3,7
2463,Non Obstetric Ultrasound,US Axilla Lt,14,1
2464,Non Obstetric Ultrasound,US Axilla Lt,16,2
2465,Non Obstetric Ultrasound,US Axilla Lt,5,3
2466,Non Obstetric Ultrasound,US Axilla Lt,2,4
2467,Non Obstetric Ultrasound,US Axilla Lt,8,5
2468,Non Obstetric Ultrasound,US Axilla Lt,3,6
2469,Non Obstetric Ultrasound,US Axilla Lt,4,7
2470,Non Obstetric Ultrasound,US Axilla Lt,4,8
2471,Non Obstetric Ultrasound,US Axilla Lt,2,9
2472,Non Obstetric Ultrasound,US Axilla Lt,5,10
2473,Non Obstetric Ultrasound,US Axilla Lt,7,11
2474,Non Obstetric Ultrasound,US Axilla Lt,3,12
2475,Non Obstetric Ultrasound,US Axilla Lt,7,13
2476,Non Obstetric Ultrasound,US Axilla Lt,3,14
2477,Non Obstetric Ultrasound,US Axilla Lt,7,15
2478,Non Obstetric Ultrasound,US Axilla Lt,9,16
2479,Non Obstetric Ultrasound,US Axilla Lt,1,22
2480,Non Obstetric Ultrasound,US Axilla Rt,5,1
2481,Non Obstetric Ultrasound,US Axilla Rt,12,2
2482,Non Obstetric Ultrasound,US Axilla Rt,9,3
2483,Non Obstetric Ultrasound,US Axilla Rt,9,4
2484,Non Obstetric Ultrasound,US Axilla Rt,5,5
2485,Non Obstetric Ultrasound,US Axilla Rt,6,6
2486,Non Obstetric Ultrasound,US Axilla Rt,6,7
2487,Non Obstetric Ultrasound,US Axilla Rt,2,8
2488,Non Obstetric Ultrasound,US Axilla Rt,7,9
2489,Non Obstetric Ultrasound,US Axilla Rt,4,10
2490,Non Obstetric Ultrasound,US Axilla Rt,6,11
2491,Non Obstetric Ultrasound,US Axilla Rt,2,12
2492,Non Obstetric Ultrasound,US Axilla Rt,4,13
2493,Non Obstetric Ultrasound,US Axilla Rt,4,14
2494,Non Obstetric Ultrasound,US Axilla Rt,9,15
2495,Non Obstetric Ultrasound,US Axilla Rt,3,18
2496,Non Obstetric Ultrasound,US Axilla Rt,6,19
2497,Non Obstetric Ultrasound,US Axilla Rt,3,26
2498,Non Obstetric Ultrasound,US Bladder kidney Both,8,2
2499,Non Obstetric Ultrasound,US Bladder kidney Both,1,3
2500,Non Obstetric Ultrasound,US Buttock Lt,6,1
2501,Non Obstetric Ultrasound,US Buttock Rt,3,1
2502,Non Obstetric Ultrasound,US Clavicle Rt,4,9
2503,Non Obstetric Ultrasound,US Compression venography lower limb Lt,3,1
2504,Non Obstetric Ultrasound,US Cranial contents,3,2
2505,Non Obstetric Ultrasound,US Craniofacial soft tissues,11,1
2506,Non Obstetric Ultrasound,US Craniofacial soft tissues,11,2
2507,Non Obstetric Ultrasound,US Craniofacial soft tissues,6,3
2508,Non Obstetric Ultrasound,US Craniofacial soft tissues,3,4
2509,Non Obstetric Ultrasound,US Craniofacial soft tissues,4,5
2510,Non Obstetric Ultrasound,US Craniofacial soft tissues,2,6
2511,Non Obstetric Ultrasound,US Craniofacial soft tissues,1,7
2512,Non Obstetric Ultrasound,US Craniofacial soft tissues,6,8
2513,Non Obstetric Ultrasound,US Craniofacial soft tissues,2,10
2514,Non Obstetric Ultrasound,US Craniofacial soft tissues,6,14
2515,Non Obstetric Ultrasound,US Doppler,7,1
2516,Non Obstetric Ultrasound,US Doppler,2,2
2517,Non Obstetric Ultrasound,US Doppler,5,5
2518,Non Obstetric Ultrasound,US Doppler carotid artery Both,17,1
2519,Non Obstetric Ultrasound,US Doppler carotid artery Both,7,2
2520,Non Obstetric Ultrasound,US Doppler carotid artery Both,6,3
2521,Non Obstetric Ultrasound,US Doppler carotid artery Both,6,4
2522,Non Obstetric Ultrasound,US Doppler carotid artery Both,2,6
2523,Non Obstetric Ultrasound,US Doppler carotid artery Lt,1,1
2524,Non Obstetric Ultrasound,US Doppler carotid artery Rt,3,2
2525,Non Obstetric Ultrasound,US Doppler compression venography LL Lt,4,3
2526,Non Obstetric Ultrasound,US Doppler femoropopliteal artery Both,4,1
2527,Non Obstetric Ultrasound,US Doppler femoropopliteal artery Both,6,2
2528,Non Obstetric Ultrasound,US Doppler femoropopliteal artery Both,4,6
2529,Non Obstetric Ultrasound,US Doppler groin Both,1,2
2530,Non Obstetric Ultrasound,US Doppler iliac and femoral artery Both,4,2
2531,Non Obstetric Ultrasound,US Doppler iliac and femoral artery Both,3,3
2532,Non Obstetric Ultrasound,US Doppler iliac and femoral artery Both,1,7
2533,Non Obstetric Ultrasound,US Doppler iliac and femoral artery Both,5,14
2534,Non Obstetric Ultrasound,US Doppler liver and portal system,6,1
2535,Non Obstetric Ultrasound,US Doppler liver and portal system,6,2
2536,Non Obstetric Ultrasound,US Doppler liver and portal system,2,3
2537,Non Obstetric Ultrasound,US Doppler liver and portal system,4,7
